id,language,sentence,tokenized_sentence,expression,category,indices
synth_literal_Aver la coda di paglia_0,it,Ha evidenziato la parte Aver la coda di paglia nella frase.,"['Ha', 'evidenziato', 'la', 'parte', 'Aver', 'la', 'coda', 'di', 'paglia', 'nella', 'frase.']",Aver la coda di paglia,literal,"[4, 5, 6, 7, 8]"
synth_literal_Aver la coda di paglia_1,it,L'insegnante ha scritto l'esempio Aver la coda di paglia alla lavagna.,"[""L'insegnante"", 'ha', 'scritto', ""l'esempio"", 'Aver', 'la', 'coda', 'di', 'paglia', 'alla', 'lavagna.']",Aver la coda di paglia,literal,"[4, 5, 6, 7, 8]"
synth_idiomatic_Attaccare bottone_0,it,Alla fine è stato costretto a Attaccare bottone.,"['Alla', 'fine', 'è', 'stato', 'costretto', 'a', 'Attaccare', 'bottone.']",Attaccare bottone,idiomatic,"[6, 7]"
synth_idiomatic_Attaccare bottone_1,it,"A causa di Attaccare bottone, è nata una discussione.","['A', 'causa', 'di', 'Attaccare', 'bottone,', 'è', 'nata', 'una', 'discussione.']",Attaccare bottone,idiomatic,"[3, 4]"
synth_literal_Attaccare bottone_0,it,L'insegnante ha scritto l'esempio Attaccare bottone alla lavagna.,"[""L'insegnante"", 'ha', 'scritto', ""l'esempio"", 'Attaccare', 'bottone', 'alla', 'lavagna.']",Attaccare bottone,literal,"[4, 5]"
synth_literal_Attaccare bottone_1,it,Nel test è stato chiesto di spiegare Attaccare bottone.,"['Nel', 'test', 'è', 'stato', 'chiesto', 'di', 'spiegare', 'Attaccare', 'bottone.']",Attaccare bottone,literal,"[7, 8]"
synth_idiomatic_Buttare giù_0,it,"A causa di Buttare giù, è nata una discussione.","['A', 'causa', 'di', 'Buttare', 'giù,', 'è', 'nata', 'una', 'discussione.']",Buttare giù,idiomatic,"[3, 4]"
synth_idiomatic_Buttare giù_1,it,Alla fine è stato costretto a Buttare giù.,"['Alla', 'fine', 'è', 'stato', 'costretto', 'a', 'Buttare', 'giù.']",Buttare giù,idiomatic,"[6, 7]"
synth_literal_Buttare giù_0,it,Ha evidenziato la parte Buttare giù nella frase.,"['Ha', 'evidenziato', 'la', 'parte', 'Buttare', 'giù', 'nella', 'frase.']",Buttare giù,literal,"[4, 5]"
synth_literal_Buttare giù_1,it,Nel test è stato chiesto di spiegare Buttare giù.,"['Nel', 'test', 'è', 'stato', 'chiesto', 'di', 'spiegare', 'Buttare', 'giù.']",Buttare giù,literal,"[7, 8]"
synth_idiomatic_Ammainare le vele_0,it,"A causa di Ammainare le vele, è nata una discussione.","['A', 'causa', 'di', 'Ammainare', 'le', 'vele,', 'è', 'nata', 'una', 'discussione.']",Ammainare le vele,idiomatic,"[3, 4, 5]"
synth_idiomatic_Ammainare le vele_1,it,Alcuni pensano che Ammainare le vele sia necessario.,"['Alcuni', 'pensano', 'che', 'Ammainare', 'le', 'vele', 'sia', 'necessario.']",Ammainare le vele,idiomatic,"[3, 4, 5]"
synth_literal_Ammainare le vele_0,it,Nel test è stato chiesto di spiegare Ammainare le vele.,"['Nel', 'test', 'è', 'stato', 'chiesto', 'di', 'spiegare', 'Ammainare', 'le', 'vele.']",Ammainare le vele,literal,"[7, 8, 9]"
synth_literal_Ammainare le vele_1,it,L'insegnante ha scritto l'esempio Ammainare le vele alla lavagna.,"[""L'insegnante"", 'ha', 'scritto', ""l'esempio"", 'Ammainare', 'le', 'vele', 'alla', 'lavagna.']",Ammainare le vele,literal,"[4, 5, 6]"
synth_idiomatic_Acchiappare farfalle_0,it,Alcuni pensano che Acchiappare farfalle sia necessario.,"['Alcuni', 'pensano', 'che', 'Acchiappare', 'farfalle', 'sia', 'necessario.']",Acchiappare farfalle,idiomatic,"[3, 4]"
synth_idiomatic_Acchiappare farfalle_1,it,Si comportano sempre come se fossero Acchiappare farfalle.,"['Si', 'comportano', 'sempre', 'come', 'se', 'fossero', 'Acchiappare', 'farfalle.']",Acchiappare farfalle,idiomatic,"[6, 7]"
synth_literal_Acchiappare farfalle_0,it,Ha evidenziato la parte Acchiappare farfalle nella frase.,"['Ha', 'evidenziato', 'la', 'parte', 'Acchiappare', 'farfalle', 'nella', 'frase.']",Acchiappare farfalle,literal,"[4, 5]"
synth_literal_Acchiappare farfalle_1,it,Ha cercato la parola Acchiappare farfalle nel dizionario.,"['Ha', 'cercato', 'la', 'parola', 'Acchiappare', 'farfalle', 'nel', 'dizionario.']",Acchiappare farfalle,literal,"[4, 5]"
synth_idiomatic_Andare in barca_0,it,Si comportano sempre come se fossero Andare in barca.,"['Si', 'comportano', 'sempre', 'come', 'se', 'fossero', 'Andare', 'in', 'barca.']",Andare in barca,idiomatic,"[6, 7, 8]"
synth_idiomatic_Andare in barca_1,it,Alla fine è stato costretto a Andare in barca.,"['Alla', 'fine', 'è', 'stato', 'costretto', 'a', 'Andare', 'in', 'barca.']",Andare in barca,idiomatic,"[6, 7, 8]"
synth_literal_Andare in barca_0,it,Ha cercato la parola Andare in barca nel dizionario.,"['Ha', 'cercato', 'la', 'parola', 'Andare', 'in', 'barca', 'nel', 'dizionario.']",Andare in barca,literal,"[4, 5, 6]"
synth_literal_Andare in barca_1,it,L'insegnante ha scritto l'esempio Andare in barca alla lavagna.,"[""L'insegnante"", 'ha', 'scritto', ""l'esempio"", 'Andare', 'in', 'barca', 'alla', 'lavagna.']",Andare in barca,literal,"[4, 5, 6]"
synth_idiomatic_Aprire gli occhi_0,it,Alcuni pensano che Aprire gli occhi sia necessario.,"['Alcuni', 'pensano', 'che', 'Aprire', 'gli', 'occhi', 'sia', 'necessario.']",Aprire gli occhi,idiomatic,"[3, 4, 5]"
synth_idiomatic_Aprire gli occhi_1,it,Alla fine è stato costretto a Aprire gli occhi.,"['Alla', 'fine', 'è', 'stato', 'costretto', 'a', 'Aprire', 'gli', 'occhi.']",Aprire gli occhi,idiomatic,"[6, 7, 8]"
synth_literal_Aprire gli occhi_0,it,Ha cercato la parola Aprire gli occhi nel dizionario.,"['Ha', 'cercato', 'la', 'parola', 'Aprire', 'gli', 'occhi', 'nel', 'dizionario.']",Aprire gli occhi,literal,"[4, 5, 6]"
synth_literal_Aprire gli occhi_1,it,Ha evidenziato la parte Aprire gli occhi nella frase.,"['Ha', 'evidenziato', 'la', 'parte', 'Aprire', 'gli', 'occhi', 'nella', 'frase.']",Aprire gli occhi,literal,"[4, 5, 6]"
synth_idiomatic_Essere in vena_0,it,Alcuni pensano che Essere in vena sia necessario.,"['Alcuni', 'pensano', 'che', 'Essere', 'in', 'vena', 'sia', 'necessario.']",Essere in vena,idiomatic,"[3, 4, 5]"
synth_idiomatic_Essere in vena_1,it,"A causa di Essere in vena, è nata una discussione.","['A', 'causa', 'di', 'Essere', 'in', 'vena,', 'è', 'nata', 'una', 'discussione.']",Essere in vena,idiomatic,"[3, 4, 5]"
synth_literal_Essere in vena_0,it,Ha evidenziato la parte Essere in vena nella frase.,"['Ha', 'evidenziato', 'la', 'parte', 'Essere', 'in', 'vena', 'nella', 'frase.']",Essere in vena,literal,"[4, 5, 6]"
synth_literal_Essere in vena_1,it,Ha cercato la parola Essere in vena nel dizionario.,"['Ha', 'cercato', 'la', 'parola', 'Essere', 'in', 'vena', 'nel', 'dizionario.']",Essere in vena,literal,"[4, 5, 6]"
